portfolio_size,run,std_dev,mean_return
27,6,0.1223394218882618,1.0465726174001986
28,6,0.12156897041968664,1.0455937102976873
29,6,0.11801184694184816,1.0445847039079934
30,6,0.11985825622570485,1.0452832840167012
31,6,0.11994380092517068,1.0452495352099924
32,6,0.1173727480868452,1.044860817211669
33,6,0.11905960859118232,1.0470136966179264
34,6,0.11876572900061089,1.0449674321267173
35,6,0.11836651645985849,1.0449761094731034
36,6,0.11826118337337281,1.0450084167262688
37,6,0.11622466670768264,1.0445306977749618
38,6,0.11863759832416834,1.0437960367297705
39,6,0.1165468852015155,1.0439615373445406
40,6,0.11770529807532866,1.0442303896105547
1,7,0.1288321422122046,1.016304811542456
2,7,0.13429568198042588,1.038768883794946
3,7,0.09225977873985168,1.0517529890817894
4,7,0.0767515916268022,1.0422360242148336
5,7,0.0822928187370446,1.040307751889111
6,7,0.08776555377937258,1.0381820224872613
7,7,0.09340571783561995,1.0372687276966426
8,7,0.0996037049422871,1.0383137387532069
9,7,0.10028916289131856,1.0399247293184748
10,7,0.10082615744991553,1.0460433724573561
11,7,0.09894300070296959,1.044439460997241
12,7,0.10625701449256907,1.0479698745560277
13,7,0.10652044878919822,1.0456517325118713
14,7,0.11486135210801286,1.048916114170753
15,7,0.11493217328612966,1.0525300505003958
16,7,0.11086151622829099,1.0509836856240216
17,7,0.11012502877735778,1.0520103353808117
18,7,0.11004197410355901,1.0530441612579449
19,7,0.10813533086493042,1.0524708130497271
20,7,0.1092773524775365,1.0536932259142233
21,7,0.1109385876660606,1.0529686988511509
22,7,0.11049087037536981,1.052544225085979
23,7,0.11227387093012133,1.0526408919273593
24,7,0.11357227876251036,1.0538237761016742
25,7,0.11529601897460595,1.0527449229617214
26,7,0.11765306166513509,1.0517907599212462
27,7,0.1194598386160369,1.0521052271225948
28,7,0.11937762705107999,1.0537686812645064
29,7,0.12054716697077211,1.0526200697760355
30,7,0.12359930427627742,1.0514119689875043
31,7,0.12340301742153985,1.0524088694525215
32,7,0.12154990756110735,1.0511131807622713
33,7,0.12097638360172201,1.0508293401676017
34,7,0.12023559606172049,1.0501448181920086
35,7,0.1185255947812102,1.050092446813821
36,7,0.11703282426391329,1.0492493171170278
37,7,0.11863095909492546,1.0487773445774615
38,7,0.11876486540617112,1.0490727811269105
39,7,0.11894530150549174,1.048590793594769
40,7,0.11769583242009819,1.0477945246832783
1,8,0.15119772632938341,1.1035879739909116
2,8,0.1255043462687118,1.0650196148809337
3,8,0.11600536367310875,1.0553344197837313
4,8,0.11954253546795363,1.0618509550995905
5,8,0.11283082421987684,1.0435879928908054
6,8,0.11186225033348007,1.0393597251745024
7,8,0.1124956023009191,1.0395487915444455
8,8,0.10864301304444911,1.0381101539674102
9,8,0.11018098081766377,1.0334219211484548
10,8,0.10746168849151944,1.036859562967052
11,8,0.11717166145975867,1.042369403160443
12,8,0.1142408639845677,1.0412072155900733
13,8,0.11640028055948616,1.0432726784478412
14,8,0.11806866756966909,1.0416136721113793
15,8,0.11600913675157407,1.0445042981589145
16,8,0.11468892462612174,1.043786032999694
17,8,0.115041366448802,1.0439054290910916
18,8,0.11717076882921888,1.0441486663701638
19,8,0.11689506240574277,1.0456658954993947
20,8,0.11828585268450299,1.0434269181838638
21,8,0.1139510757085202,1.0428700270181455
22,8,0.1110074958791944,1.04201058985193
23,8,0.11042669983558813,1.0423247884027342
24,8,0.11277901486101471,1.0432626314234608
25,8,0.11003683929002134,1.0430176498024322
26,8,0.11217926698780607,1.0438458146222376
27,8,0.11216642050234384,1.0432715683507334
28,8,0.10995428044878094,1.0431227406207773
29,8,0.10865618866479955,1.0448908673180823
30,8,0.10887707683347546,1.0456863456067647
31,8,0.10736718858477126,1.0452285436740096
32,8,0.1077279531128045,1.0439592215539988
33,8,0.10812457756127274,1.0459342398827942
34,8,0.10912677976665394,1.0451255954290044
35,8,0.10993467413644642,1.0441284425477881
36,8,0.10939989569091742,1.0442317804029155
37,8,0.10895108181691947,1.043841595972351
38,8,0.10817579162019812,1.044353501935681
39,8,0.1101011067666676,1.046238903162338
40,8,0.11071644983061352,1.0465857429936476
1,9,0.20287758570811104,1.0029073194409805
2,9,0.15896383742547376,1.0779924800100789
3,9,0.12862826291300006,1.0747577950185865
4,9,0.11823407329809722,1.0571114402271227
5,9,0.12395058461084185,1.0553417131017433
6,9,0.11984782420689359,1.053656578661182
7,9,0.12323310744477595,1.0523058232758824
8,9,0.13454531484734525,1.0605934423915673
9,9,0.13078888956545534,1.057449399164854
10,9,0.12551563700584928,1.0572296488232207
11,9,0.12053211853063976,1.056449090402151
12,9,0.1173422380101723,1.0552571199967187
13,9,0.11402891827061402,1.0536956588105366
14,9,0.12641994483794206,1.0550372140381632
15,9,0.13103263841914983,1.0574325605558497
16,9,0.13027126944962314,1.057563278712189
17,9,0.13160288710761667,1.0565361792272931
18,9,0.13193519203008236,1.0587787855200392
19,9,0.1321821666256777,1.0591088409183547
20,9,0.13638898537389663,1.056961215684589
21,9,0.1323150419361653,1.0561990548663043
22,9,0.13243513948437413,1.0555590233905172
23,9,0.1357451919897308,1.0541756610598496
24,9,0.13635868947807042,1.0535913713197007
25,9,0.13489906372529384,1.0525473620369978
26,9,0.13780446711381403,1.0509875504791915
27,9,0.13528684133896424,1.0512862296811005
28,9,0.13226381356402478,1.0505206173642365
29,9,0.13205837509943083,1.0496002239228737
30,9,0.13122168452591748,1.0492391043600306
31,9,0.13055575932073496,1.050336933648198
32,9,0.12877206185256088,1.0515211589743658
33,9,0.12785140838939654,1.0511094818492221
34,9,0.13031508232523323,1.0522022638072321
35,9,0.1296910191601335,1.051491770752919
36,9,0.12753943496575326,1.0511459161858947
37,9,0.12749625005517992,1.0506448063072815
38,9,0.12606917370591217,1.0502887164997536
39,9,0.12598608100494363,1.0491121412894042
40,9,0.12756953433663373,1.0498708696512464
1,10,0.17492612124067886,1.014979384830268
2,10,0.16242921022769558,1.0418766611309682
3,10,0.15545569382331337,1.0440108601458138
4,10,0.15299067262805388,1.0449712867990948
5,10,0.1432288144918908,1.0353313209881114
6,10,0.13489050175625583,1.0411561338070492
7,10,0.12420697706452727,1.0387059011459048
8,10,0.11617749520447267,1.0372502664719525
9,10,0.12200938696265141,1.0391824230341824
10,10,0.12209517708408274,1.0378992415671564
11,10,0.12005397756930036,1.0371315466098219
12,10,0.11506443038012941,1.0349936154312949
13,10,0.12045700152613434,1.0396910623962365
14,10,0.12250667089318018,1.041072237090181
15,10,0.1287209152403515,1.0428699300510582
16,10,0.12701710724643822,1.0465156968886598
17,10,0.12474255884436428,1.0461144041109465
18,10,0.1238075440705395,1.0473580731718652
19,10,0.12222908873649663,1.0449358050539455
20,10,0.1261906328684104,1.0451673789571527
21,10,0.12316233209685616,1.0442318908220365
22,10,0.11971585815560123,1.0430595875969442
23,10,0.11844958125169176,1.0444278931934443
24,10,0.11801474858516428,1.0434994278883547
25,10,0.1185598399071674,1.0445408342781288
26,10,0.1184959846524186,1.0451132481532497
27,10,0.12194244742719619,1.0443309776273502
28,10,0.1194386384916037,1.0441719978231219
29,10,0.11955665705590322,1.0427130781124365
30,10,0.11904554084914333,1.041588641515251
31,10,0.12010833430424232,1.0425064305331402
32,10,0.11802348682217369,1.0427847176346141
33,10,0.11782492774420249,1.0436756858061518
34,10,0.11514465930698221,1.0435902690618182
35,10,0.11537611238213842,1.0443083835821771
36,10,0.11430090609866024,1.0448360019072414
37,10,0.11385686521617665,1.0454357873625248
38,10,0.1126814687397829,1.0447627438941995
39,10,0.11400513228038522,1.0441456000009435
40,10,0.11473126286288113,1.0433366157399995
1,11,0.2582378072240164,1.002066457992019
2,11,0.17808378555078289,1.0418368953386146
3,11,0.1357527764362167,1.0402740262680625
4,11,0.12001913692653687,1.0346732856448395
5,11,0.11073814062965445,1.0334373506815984
6,11,0.12471544045729241,1.048713727102426
7,11,0.1192163130045205,1.0487919166776292
8,11,0.12314884481611,1.0492055901061579
9,11,0.12115321668983699,1.0461895262696335
10,11,0.11956890677108532,1.0498621467348068
11,11,0.11209610095914553,1.0489515289267544
12,11,0.11131114334351327,1.0545292337946095
13,11,0.11734014550332666,1.0571794984623921
14,11,0.12347828195895286,1.0563947704197514
15,11,0.12348931702919112,1.057286417046299
16,11,0.12770156450861533,1.0523736158995554
17,11,0.12249576938197392,1.051784598162777
18,11,0.12150251932190888,1.0514773401125073
19,11,0.11783659665006851,1.0505666007139096
20,11,0.11302723019803368,1.0500748619520344
21,11,0.11316217235881922,1.05035158173632
22,11,0.11169068856394572,1.0486426809567146
23,11,0.11277932026243874,1.0472370663659116
24,11,0.11364660584531272,1.049174721532849
25,11,0.11091710980448018,1.0477896073739954
26,11,0.11151920907581223,1.0469595969826084
27,11,0.11136490742725164,1.0466271532514406
28,11,0.11169662967827934,1.0497971446829069
29,11,0.11199812670890899,1.0507300509562938
30,11,0.11110494256308569,1.0524779683184313
31,11,0.11438182974669307,1.0515535772499431
32,11,0.11251247062386154,1.0515502953715228
33,11,0.11260810543471433,1.05127649310748
34,11,0.1148064639033548,1.050370751863632
35,11,0.11396825427111444,1.0503222675571804
36,11,0.11356400935697933,1.0507263440035586
37,11,0.1114405432205939,1.05021013115789
38,11,0.1124292660811752,1.0498609199056859
39,11,0.11186556552821758,1.0497570506639113
40,11,0.11251303092897043,1.0496789955360102
1,12,0.10717700763198706,1.0440385784756507
2,12,0.12773147850962674,0.9988152805617394
3,12,0.12122032230221036,1.009068452681507
4,12,0.11131073614929146,1.0271830330406455
5,12,0.10971301194460234,1.0315611805003357
6,12,0.11425464409276065,1.0305406549373617
7,12,0.12446238947968784,1.0340048595840332
8,12,0.12045678350141907,1.0372854897048527
9,12,0.12226608561861142,1.0380692238641485
10,12,0.12692915667796797,1.0446851078433324
11,12,0.12988635596440679,1.0461293962119704
12,12,0.12492764233429479,1.047408631646774
13,12,0.12003140166127828,1.0471012149677061
14,12,0.12727460792795434,1.0460099803066027
15,12,0.12331649968243057,1.046777707881479
16,12,0.12504394277845507,1.046263607011952
17,12,0.12660229013143806,1.0445197628852052
18,12,0.12593735415035887,1.046613972288814
19,12,0.13144124653582595,1.0477476962424674
20,12,0.12701169720276814,1.0465979054417767
21,12,0.1275017229770414,1.0468595347100447
22,12,0.12466962152810235,1.0463851223673077
23,12,0.12322922603276382,1.04607773806719
24,12,0.12383545843238249,1.0459161954800609
25,12,0.12308919690705789,1.045451070827178
26,12,0.124278536908211,1.0452500701205891
27,12,0.12419324152102379,1.0447560293095173
28,12,0.12262914224057687,1.0445991796767997
29,12,0.12378633767773102,1.0444486192930142
30,12,0.12112152885025884,1.0443804349803205
31,12,0.11962414498327573,1.0442642387687917
32,12,0.11886640483343984,1.0442357516512448
33,12,0.11961361602697548,1.0432524311890847
34,12,0.11709624722570378,1.0429136212812848
35,12,0.1160534182669619,1.0419154687710972
36,12,0.11435123978096148,1.0418375039447423
37,12,0.11390733005509904,1.0425254745236783
38,12,0.11208010904528051,1.0424425879586208
39,12,0.11083973043173011,1.041696509260862
40,12,0.11127509730895696,1.0420492897084201
1,13,0.18293711530078335,1.0704193712480738
2,13,0.16158144465265,1.0744302577507712
3,13,0.13510840563813564,1.0659000323390042
4,13,0.13222090714698478,1.066679302609496
5,13,0.13691977982348513,1.0632568355553087
6,13,0.12395416928471899,1.0625598472276556
7,13,0.12193626087204748,1.060151790920793
8,13,0.12496369143928053,1.0490513016262755
9,13,0.12236143385127488,1.0460527740771255
10,13,0.135658751898504,1.0470797818811401
11,13,0.1314466053485554,1.0489653214950738
12,13,0.13234304467216276,1.0450476747671582
13,13,0.1281849862633815,1.0483574478536453
14,13,0.12777267765850644,1.046609821638774
15,13,0.12184851180162753,1.0447285438872327
16,13,0.12435633723984782,1.0456959163110202
17,13,0.12630725779163873,1.0492000660742875
18,13,0.131000289255507,1.0534582890720603
19,13,0.12753677030632335,1.0538299962470035
20,13,0.12394523318491887,1.0527065557402833
21,13,0.1266028052929379,1.0548090206636929
22,13,0.12495380909598801,1.054495368888822
23,13,0.12696906696550106,1.0524621279076833
24,13,0.12392364057394174,1.0506860836741025
25,13,0.12269015327370802,1.050907183685529
26,13,0.1264371979364095,1.0498670712033256
27,13,0.12623982230491412,1.0481842671614543
28,13,0.12890936605614106,1.0493936207870935
29,13,0.13003736464861257,1.0517777729266722
30,13,0.12814725857872344,1.051690042832832
31,13,0.12841442009571366,1.051729147479621
32,13,0.1272780643700543,1.0523191864500312
33,13,0.12746156089270946,1.0520113379442722
34,13,0.12886661364336438,1.0528210260011008
35,13,0.1294726742732911,1.05241150954648
36,13,0.1293727308094267,1.0537013049320099
37,13,0.12732959072805392,1.0531832079226113
38,13,0.12474738954153378,1.0528176387278279
39,13,0.12373863244773015,1.0540897955127926
40,13,0.1241072500457338,1.0533225459476125
1,14,0.2265758476571762,1.0837154482298523
2,14,0.14543536570043086,1.0861058731528002
3,14,0.11142747538036527,1.0680807134561972
4,14,0.10148342915394468,1.061551855723621
5,14,0.11181034661337835,1.0507664256201452
6,14,0.11266018684642833,1.0530426248298523
7,14,0.12114586151093691,1.0554506196686066
8,14,0.11425928714869385,1.053970762487384
9,14,0.11558402912663346,1.0601755193082378
10,14,0.10874739269699217,1.055437583633562
11,14,0.10849634463869227,1.056078420723446
12,14,0.11046437472118852,1.0580480521092006
13,14,0.10568019262936762,1.0571875867001543
14,14,0.10633988827784724,1.0562897729798535
15,14,0.10769010197415393,1.0529430081816462
16,14,0.11092234358772513,1.0556891555550214
17,14,0.11320695669922984,1.0525088371059519
18,14,0.11429493291676812,1.0534319412943869
19,14,0.11483474637631494,1.0543617689391773
20,14,0.11367035782329361,1.05310381175169
21,14,0.1141777289422862,1.0530489339131024
22,14,0.11337518408828588,1.0534886905932999
23,14,0.113071275023029,1.0523868614035714
24,14,0.11097950938771324,1.0517863518402797
25,14,0.11342451784177442,1.052319287667048
26,14,0.11370196240926969,1.050947267152393
27,14,0.11311894569585905,1.050159806125075
28,14,0.1117375088494141,1.0504771490854308
29,14,0.11360474840493337,1.0511999072616336
30,14,0.11512694405623711,1.0529164663851236
31,14,0.11331270715319626,1.051839245786797
32,14,0.1118187967032323,1.0529781321954388
33,14,0.11021291644615426,1.0522028978412978
34,14,0.11118305279110378,1.0526493892058613
35,14,0.11398844280378202,1.0514874268058008
36,14,0.11491153701250442,1.04926994491922
37,14,0.11735816683764463,1.0503906717241107
38,14,0.11807814048749322,1.053257107298163
39,14,0.11816523878006852,1.0530463593838637
40,14,0.11778427382180387,1.052531070676322
1,15,0.1697381249353124,1.104452285208334
2,15,0.18545973730809354,1.0410898041837415
3,15,0.13823708696140552,1.0400818310951958
4,15,0.14776156633966803,1.035256667748862
5,15,0.14073697042124284,1.0374241988116266
6,15,0.13914081793754207,1.0472256717509754
7,15,0.13968909936007134,1.047921455445622
8,15,0.1371388401942306,1.0444853461907786
9,15,0.138670334869414,1.051567005291069
10,15,0.14360347816316826,1.0614073528229273
11,15,0.13856175635589027,1.0619685910368855
12,15,0.1389368000160765,1.0656826539960862
13,15,0.14194440226299873,1.06275273408764
14,15,0.1355376189884448,1.0607240151685948
15,15,0.1330229862596853,1.0597540745392793
16,15,0.13089327255601776,1.058382496970534
17,15,0.13191491948644535,1.0590632281420576
18,15,0.12834683244842673,1.0570619072895513
19,15,0.1309557507968019,1.0595907241446163
20,15,0.1290585432106084,1.0563031681543766
21,15,0.12683207200644434,1.0568722039739626
22,15,0.12583410217432753,1.0560688184767133
23,15,0.12351186318222993,1.0554621720098056
24,15,0.12232692997694516,1.059574112113086
25,15,0.12057135136138514,1.0601536361023451
26,15,0.11784037857352762,1.0586005031660342
27,15,0.1158081498174778,1.0586183233325988
28,15,0.11361553500505898,1.0574980412400512
29,15,0.11668472816660358,1.0569698364297517
30,15,0.11594949597003962,1.0551708504786397
31,15,0.11438329770915788,1.0542069892937003
32,15,0.11501334125997262,1.0540651136452317
33,15,0.11538767277822154,1.0542463572824257
34,15,0.11323281596975397,1.0536129569280048
35,15,0.11352267100929041,1.0529643356687013
36,15,0.11197247095512206,1.0525770777974899
37,15,0.11275128464354352,1.05245765378805
38,15,0.1126428774856392,1.0546513213896218
